modelo,cilindrada,potencia,combustible,revoluciones,cilindros,longitud,ancho,altura,maletero,peso,plazas,velocidad,poca_aceleracion,traccion,consumo,coste.Km,precio,marca,precio_categ
'VOLKSWAGEN-Passat Variant CL TD 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(143,200]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_7,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2791,VOLKSWAGEN,medium
'VOLKSWAGEN-Passat Variant GL 2.0',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(143,200]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2986,VOLKSWAGEN,medium
'VOLKSWAGEN-Passat Variant GT 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(143,200]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_7,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3426,VOLKSWAGEN,expensive
'VOLKSWAGEN-Passat Variant GT Syncro G60',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(143,200]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_7,"Vel_(200,220]","Acel_(9.7,11]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",4235,VOLKSWAGEN,expensive
'VOLKSWAGEN-Polo CL 1.0',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1165,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo CL 1.3',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1278,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo Classic 1.3',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(140,160]","Alt_(110,136]","Malet_(400,450]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1376,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo Classic CD 1.4',"Cil_(900,1.5e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(140,160]","Alt_(110,136]","Malet_(400,450]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1347,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo Coup� CL 1.0',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1060,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo Coup� CL 1.3',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1278,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo Coup� GT 1.3',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1285,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo Fox D 1.4',"Cil_(900,1.5e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1398,VOLKSWAGEN,cheap
'VOLKSWAGEN-Polo GT Injection 1.3',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1406,VOLKSWAGEN,cheap
'VOLVO-240 Polar',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2793,VOLVO,medium
'VOLVO-340 Plus',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Trasera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1842,VOLVO,medium
'VOLVO-440 GL',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2023,VOLVO,medium
'VOLVO-440 GLT',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2623,VOLVO,medium
'VOLVO-440 Turbo',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(11.3,20]","Cost_(15,17.5]",3023,VOLVO,expensive
'VOLVO-460 GLE',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(136,139]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2783,VOLVO,medium
'VOLVO-460 Turbo',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(136,139]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3233,VOLVO,expensive
'VOLVO-480 ES',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(170,175]","Alt_(110,136]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_4,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",3193,VOLVO,expensive
'VOLVO-480 Turbo',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(170,175]","Alt_(110,136]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_4,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",3583,VOLVO,expensive
'VOLVO-740 Master II',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3023,VOLVO,expensive
'VOLVO-745 Master II',"Cil_(2e+03,2.6e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3253,VOLVO,expensive
'VOLVO-940 GLE 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(480,550]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4108,VOLVO,expensive
'VOLVO-940 Turbo',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(480,550]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",4583,VOLVO,expensive
'VOLVO-960 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(480,550]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6482,VOLVO,luxury
'VOLVO-960 Turbo 16v',"Cil_(1.8e+03,2e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(480,550]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6082,VOLVO,luxury
'YUGO-45 A 4v',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",865,YUGO,cheap
'YUGO-55 AGL',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1042,YUGO,cheap
'YUGO-65 AGLS',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1167,YUGO,cheap
'YUGO-Florida',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(141,143]","Malet_(400,450]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1294,YUGO,cheap
